gene,frequency,go_terms,Source_File
Sorbs1,19,"cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); protein localization to cell periphery (GO:1990778, p=5.69e-13); protein localization to plasma membrane (GO:0072659, p=4.95e-07); regulation of protein localization to membrane (GO:1905475, p=3.97e-06); positive regulation of protein localization (GO:1903829, p=1.99e-05); positive regulation of protein localization to cell periphery (GO:1904377, p=7.68e-05); regulation of protein localization to cell periphery (GO:1904375, p=1.23e-04); response to salt (GO:1902074, p=1.26e-04); positive regulation of transmembrane transport (GO:0034764, p=1.62e-04); receptor clustering (GO:0043113, p=3.99e-04); positive regulation of protein localization to plasma membrane (GO:1903078, p=4.38e-04); postsynaptic signal transduction (GO:0098926, p=5.35e-04); positive regulation of protein localization to membrane (GO:1905477, p=5.56e-04); cellular response to peptide (GO:1901653, p=1.33e-02); actin filament organization (GO:0007015, p=1.73e-02); regulation of protein localization to plasma membrane (GO:1903076, p=2.45e-02); cellular response to salt (GO:1902075, p=3.45e-02); response to peptide (GO:1901652, p=3.90e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Hsp90aa1,19,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10); developmental cell growth (GO:0048588, p=1.82e-09); positive regulation of cell projection organization (GO:0031346, p=3.56e-09); neuron projection extension (GO:1990138, p=5.64e-09); neuron migration (GO:0001764, p=4.48e-08); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=2.58e-06); central nervous system neuron differentiation (GO:0021953, p=7.27e-06); positive regulation of protein localization (GO:1903829, p=1.99e-05); cell growth (GO:0016049, p=2.25e-05); regulation of cellular component size (GO:0032535, p=9.25e-05); central nervous system neuron development (GO:0021954, p=1.62e-04); regulation of cell size (GO:0008361, p=2.18e-04); axon extension (GO:0048675, p=6.40e-04); positive regulation of protein kinase activity (GO:0045860, p=5.30e-03); positive regulation of transferase activity (GO:0051347, p=5.87e-03); regulation of protein-containing complex assembly (GO:0043254, p=1.29e-02); positive regulation of kinase activity (GO:0033674, p=1.40e-02); lamellipodium organization (GO:0097581, p=4.46e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Synj1,19,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); synaptic vesicle cycle (GO:0099504, p=6.46e-10); vesicle-mediated transport in synapse (GO:0099003, p=7.09e-10); learning (GO:0007612, p=1.49e-08); neurotransmitter secretion (GO:0007269, p=1.42e-06); signal release from synapse (GO:0099643, p=1.42e-06); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=2.58e-06); synaptic vesicle exocytosis (GO:0016079, p=2.09e-05); regulation of neurotransmitter levels (GO:0001505, p=1.98e-04); neurotransmitter transport (GO:0006836, p=4.17e-04); exocytosis (GO:0006887, p=4.54e-04); regulation of neurogenesis (GO:0050767, p=4.76e-04); positive regulation of nervous system development (GO:0051962, p=1.38e-03); vesicle localization (GO:0051648, p=2.60e-03); regulated exocytosis (GO:0045055, p=5.45e-03); synaptic vesicle localization (GO:0097479, p=2.04e-02); synaptic vesicle recycling (GO:0036465, p=3.05e-02); exocytic process (GO:0140029, p=3.34e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Nr3c2,19,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10); regulation of monoatomic cation transmembrane transport (GO:1904062, p=4.61e-09); intracellular monoatomic ion homeostasis (GO:0006873, p=3.98e-07); intracellular monoatomic cation homeostasis (GO:0030003, p=6.07e-07); inorganic ion homeostasis (GO:0098771, p=1.13e-05); regulation of postsynaptic membrane potential (GO:0060078, p=4.30e-05); potassium ion transmembrane transport (GO:0071805, p=4.39e-05); potassium ion transport (GO:0006813, p=5.35e-05); blood circulation (GO:0008015, p=2.21e-04); circulatory system process (GO:0003013, p=4.82e-04); regulation of potassium ion transport (GO:0043266, p=1.08e-02); cellular response to peptide (GO:1901653, p=1.33e-02); regulation of potassium ion transmembrane transport (GO:1901379, p=2.67e-02); response to peptide (GO:1901652, p=3.90e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Fgfr1,19,"positive regulation of cell projection organization (GO:0031346, p=3.56e-09); regulation of developmental growth (GO:0048638, p=3.07e-06); central nervous system neuron differentiation (GO:0021953, p=7.27e-06); inorganic ion homeostasis (GO:0098771, p=1.13e-05); calcium ion homeostasis (GO:0055074, p=1.14e-04); forebrain development (GO:0030900, p=1.21e-04); response to salt (GO:1902074, p=1.26e-04); central nervous system neuron development (GO:0021954, p=1.62e-04); chemotaxis (GO:0006935, p=7.73e-04); taxis (GO:0042330, p=8.81e-04); positive regulation of neuron projection development (GO:0010976, p=1.40e-03); positive regulation of developmental growth (GO:0048639, p=1.40e-03); positive regulation of protein kinase activity (GO:0045860, p=5.30e-03); positive regulation of transferase activity (GO:0051347, p=5.87e-03); positive regulation of kinase activity (GO:0033674, p=1.40e-02); positive regulation of growth (GO:0045927, p=1.52e-02); forebrain generation of neurons (GO:0021872, p=1.72e-02); response to inorganic substance (GO:0010035, p=1.73e-02); telencephalon development (GO:0021537, p=3.97e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Grik2,18,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); action potential (GO:0001508, p=2.17e-09); intracellular monoatomic ion homeostasis (GO:0006873, p=3.98e-07); intracellular monoatomic cation homeostasis (GO:0030003, p=6.07e-07); regulation of neuronal synaptic plasticity (GO:0048168, p=6.69e-07); inorganic ion homeostasis (GO:0098771, p=1.13e-05); regulation of postsynaptic membrane potential (GO:0060078, p=4.30e-05); intracellular calcium ion homeostasis (GO:0006874, p=5.62e-05); synaptic transmission, glutamatergic (GO:0035249, p=7.99e-05); calcium ion homeostasis (GO:0055074, p=1.14e-04); positive regulation of synaptic transmission (GO:0050806, p=2.35e-04); receptor clustering (GO:0043113, p=3.99e-04); chemical synaptic transmission, postsynaptic (GO:0099565, p=1.24e-03); excitatory postsynaptic potential (GO:0060079, p=1.91e-03); multicellular organismal response to stress (GO:0033555, p=4.44e-03); regulation of long-term neuronal synaptic plasticity (GO:0048169, p=1.29e-02); regulation of synaptic transmission, glutamatergic (GO:0051966, p=1.35e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Mapk1,18,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); intracellular monoatomic ion homeostasis (GO:0006873, p=3.98e-07); intracellular monoatomic cation homeostasis (GO:0030003, p=6.07e-07); regulation of developmental growth (GO:0048638, p=3.07e-06); positive regulation of protein localization (GO:1903829, p=1.99e-05); positive regulation of synaptic transmission (GO:0050806, p=2.35e-04); long-term synaptic potentiation (GO:0060291, p=3.41e-04); chemotaxis (GO:0006935, p=7.73e-04); taxis (GO:0042330, p=8.81e-04); response to metal ion (GO:0010038, p=9.92e-04); positive regulation of developmental growth (GO:0048639, p=1.40e-03); positive regulation of transferase activity (GO:0051347, p=5.87e-03); cellular response to peptide (GO:1901653, p=1.33e-02); positive regulation of growth (GO:0045927, p=1.52e-02); response to inorganic substance (GO:0010035, p=1.73e-02); regulation of cytoskeleton organization (GO:0051493, p=2.21e-02); cellular response to metal ion (GO:0071248, p=3.64e-02); response to peptide (GO:1901652, p=3.90e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Chrm3,18,"regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); second-messenger-mediated signaling (GO:0019932, p=2.68e-06); heart process (GO:0003015, p=1.79e-05); positive regulation of protein localization (GO:1903829, p=1.99e-05); heart contraction (GO:0060047, p=2.28e-05); muscle system process (GO:0003012, p=9.15e-05); calcium-mediated signaling (GO:0019722, p=1.06e-04); response to salt (GO:1902074, p=1.26e-04); regulation of heart contraction (GO:0008016, p=2.03e-04); muscle contraction (GO:0006936, p=2.20e-04); blood circulation (GO:0008015, p=2.21e-04); circulatory system process (GO:0003013, p=4.82e-04); postsynaptic signal transduction (GO:0098926, p=5.35e-04); regulation of blood circulation (GO:1903522, p=1.18e-03); ligand-gated ion channel signaling pathway (GO:1990806, p=2.88e-02); cellular response to salt (GO:1902075, p=3.45e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Ptprz1,17,"axonogenesis (GO:0007409, p=4.79e-16); learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); dendrite development (GO:0016358, p=6.81e-10); dendrite morphogenesis (GO:0048813, p=8.85e-10); positive regulation of cell projection organization (GO:0031346, p=3.56e-09); neuron migration (GO:0001764, p=4.48e-08); regulation of dendrite morphogenesis (GO:0048814, p=1.89e-06); neuron recognition (GO:0008038, p=1.08e-05); negative regulation of cell projection organization (GO:0031345, p=1.62e-05); regulation of dendrite development (GO:0050773, p=3.45e-05); regulation of neurogenesis (GO:0050767, p=4.76e-04); positive regulation of nervous system development (GO:0051962, p=1.38e-03); positive regulation of neuron projection development (GO:0010976, p=1.40e-03); cell recognition (GO:0008037, p=5.30e-03); negative regulation of neuron projection development (GO:0010977, p=9.13e-03); regulation of neuron migration (GO:2001222, p=1.00e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Gnaq,17,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of metal ion transport (GO:0010959, p=1.91e-10); action potential (GO:0001508, p=2.17e-09); glutamate receptor signaling pathway (GO:0007215, p=1.64e-06); central nervous system neuron differentiation (GO:0021953, p=7.27e-06); positive regulation of protein localization (GO:1903829, p=1.99e-05); potassium ion transport (GO:0006813, p=5.35e-05); forebrain development (GO:0030900, p=1.21e-04); response to salt (GO:1902074, p=1.26e-04); central nervous system neuron development (GO:0021954, p=1.62e-04); blood circulation (GO:0008015, p=2.21e-04); circulatory system process (GO:0003013, p=4.82e-04); postsynaptic signal transduction (GO:0098926, p=5.35e-04); regulation of potassium ion transport (GO:0043266, p=1.08e-02); forebrain generation of neurons (GO:0021872, p=1.72e-02); ligand-gated ion channel signaling pathway (GO:1990806, p=2.88e-02); cellular response to salt (GO:1902075, p=3.45e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Mycbp2,16,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); axonogenesis (GO:0007409, p=4.79e-16); regulation of synapse assembly (GO:0051963, p=5.22e-10); regulation of cell junction assembly (GO:1901888, p=8.46e-09); axon guidance (GO:0007411, p=4.46e-07); neuron projection guidance (GO:0097485, p=4.46e-07); regulation of developmental growth (GO:0048638, p=3.07e-06); central nervous system neuron differentiation (GO:0021953, p=7.27e-06); central nervous system neuron development (GO:0021954, p=1.62e-04); neuromuscular process (GO:0050905, p=4.76e-04); chemotaxis (GO:0006935, p=7.73e-04); taxis (GO:0042330, p=8.81e-04); regulation of cytoskeleton organization (GO:0051493, p=2.21e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Pgrmc1,16,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); protein localization to cell periphery (GO:1990778, p=5.69e-13); learning (GO:0007612, p=1.49e-08); protein localization to plasma membrane (GO:0072659, p=4.95e-07); memory (GO:0007613, p=5.50e-07); regulation of protein localization to membrane (GO:1905475, p=3.97e-06); positive regulation of protein localization (GO:1903829, p=1.99e-05); positive regulation of protein localization to cell periphery (GO:1904377, p=7.68e-05); regulation of protein localization to cell periphery (GO:1904375, p=1.23e-04); positive regulation of protein localization to plasma membrane (GO:1903078, p=4.38e-04); positive regulation of protein localization to membrane (GO:1905477, p=5.56e-04); associative learning (GO:0008306, p=9.08e-03); regulation of protein localization to plasma membrane (GO:1903076, p=2.45e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Cadm1,16,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10); presynapse organization (GO:0099172, p=5.29e-07); presynapse assembly (GO:0099054, p=6.17e-07); synaptic membrane adhesion (GO:0099560, p=5.32e-06); cell growth (GO:0016049, p=2.25e-05); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=3.73e-05); postsynaptic density organization (GO:0097106, p=9.25e-05); postsynaptic specialization organization (GO:0099084, p=1.47e-04); cell recognition (GO:0008037, p=5.30e-03); cellular component maintenance (GO:0043954, p=1.01e-02); maintenance of synapse structure (GO:0099558, p=1.24e-02); heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157, p=1.35e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Robo2,16,"axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); positive regulation of cell projection organization (GO:0031346, p=3.56e-09); axon guidance (GO:0007411, p=4.46e-07); neuron projection guidance (GO:0097485, p=4.46e-07); neuron recognition (GO:0008038, p=1.08e-05); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=3.73e-05); regulation of axonogenesis (GO:0050770, p=4.92e-05); forebrain development (GO:0030900, p=1.21e-04); negative chemotaxis (GO:0050919, p=4.43e-04); regulation of neurogenesis (GO:0050767, p=4.76e-04); chemotaxis (GO:0006935, p=7.73e-04); taxis (GO:0042330, p=8.81e-04); positive regulation of nervous system development (GO:0051962, p=1.38e-03); cell recognition (GO:0008037, p=5.30e-03); telencephalon development (GO:0021537, p=3.97e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
Dpp10,16,"protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10); regulation of monoatomic cation transmembrane transport (GO:1904062, p=4.61e-09); protein localization to plasma membrane (GO:0072659, p=4.95e-07); regulation of protein localization to membrane (GO:1905475, p=3.97e-06); positive regulation of protein localization (GO:1903829, p=1.99e-05); potassium ion transmembrane transport (GO:0071805, p=4.39e-05); potassium ion transport (GO:0006813, p=5.35e-05); positive regulation of protein localization to cell periphery (GO:1904377, p=7.68e-05); regulation of protein localization to cell periphery (GO:1904375, p=1.23e-04); positive regulation of protein localization to plasma membrane (GO:1903078, p=4.38e-04); positive regulation of protein localization to membrane (GO:1905477, p=5.56e-04); regulation of potassium ion transport (GO:0043266, p=1.08e-02); regulation of protein localization to plasma membrane (GO:1903076, p=2.45e-02); regulation of potassium ion transmembrane transport (GO:1901379, p=2.67e-02)",gene_report_ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ.csv
