Description,p.adjust,Regulation,CellType,Comparison
Rap1 signaling pathway - Mus musculus (house mouse),0.027074427929295722,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Lipid and atherosclerosis - Mus musculus (house mouse),0.027074427929295722,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Long-term potentiation - Mus musculus (house mouse),0.030325281747660218,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),0.045443067737397785,Down,L56ExcitatoryNeurons,24hrvs1hr_SAL
cAMP signaling pathway - Mus musculus (house mouse),0.0047756734712518815,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Progesterone-mediated oocyte maturation - Mus musculus (house mouse),0.0047756734712518815,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Cholinergic synapse - Mus musculus (house mouse),0.0071209130260808575,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
"Growth hormone synthesis, secretion and action - Mus musculus (house mouse)",0.0071209130260808575,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Oocyte meiosis - Mus musculus (house mouse),0.007204761409565386,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse),0.007775154960170979,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Gastric acid secretion - Mus musculus (house mouse),0.00808808686059794,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Lipid and atherosclerosis - Mus musculus (house mouse),0.00808808686059794,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
ErbB signaling pathway - Mus musculus (house mouse),0.01017933125998603,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
GnRH signaling pathway - Mus musculus (house mouse),0.011902737716791748,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Endocrine resistance - Mus musculus (house mouse),0.012246982907691236,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Autophagy - animal - Mus musculus (house mouse),0.01227353546852326,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Circadian entrainment - Mus musculus (house mouse),0.013610925105665455,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Aldosterone synthesis and secretion - Mus musculus (house mouse),0.014633186665467212,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
C-type lectin receptor signaling pathway - Mus musculus (house mouse),0.017984651159726566,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Glutamatergic synapse - Mus musculus (house mouse),0.01980896054733978,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Thyroid hormone signaling pathway - Mus musculus (house mouse),0.019922396803854197,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Neurotrophin signaling pathway - Mus musculus (house mouse),0.019922396803854197,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Dopaminergic synapse - Mus musculus (house mouse),0.029655981763198943,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Spinocerebellar ataxia - Mus musculus (house mouse),0.03125145702274492,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Cortisol synthesis and secretion - Mus musculus (house mouse),0.034499718943575765,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Oxytocin signaling pathway - Mus musculus (house mouse),0.03893835071352807,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Human cytomegalovirus infection - Mus musculus (house mouse),0.04082115595504214,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Cushing syndrome - Mus musculus (house mouse),0.04269852065052277,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Insulin secretion - Mus musculus (house mouse),0.047317525343679785,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Salivary secretion - Mus musculus (house mouse),0.047317525343679785,Up,L56ExcitatoryNeurons,PTZvsSAL_1hr
Prion disease - Mus musculus (house mouse),4.05339005331667e-6,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),4.491222346733211e-5,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Alzheimer disease - Mus musculus (house mouse),3.1760461165456795e-4,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Gap junction - Mus musculus (house mouse),3.1760461165456795e-4,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse),3.1760461165456795e-4,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Phagosome - Mus musculus (house mouse),8.554758392479362e-4,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Parkinson disease - Mus musculus (house mouse),8.554758392479362e-4,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Motor proteins - Mus musculus (house mouse),0.0010582217475025295,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Huntington disease - Mus musculus (house mouse),0.0013887047301976718,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Salmonella infection - Mus musculus (house mouse),0.0032288324599852084,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Amyotrophic lateral sclerosis - Mus musculus (house mouse),0.0038693920194190364,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Type II diabetes mellitus - Mus musculus (house mouse),0.00603013003320549,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
MAPK signaling pathway - Mus musculus (house mouse),0.00603013003320549,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Dopaminergic synapse - Mus musculus (house mouse),0.012013459622894445,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Amphetamine addiction - Mus musculus (house mouse),0.014689753620715722,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Cortisol synthesis and secretion - Mus musculus (house mouse),0.014689753620715722,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Calcium signaling pathway - Mus musculus (house mouse),0.014689753620715722,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Tight junction - Mus musculus (house mouse),0.020474952686956444,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Axon guidance - Mus musculus (house mouse),0.023026836204005436,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Cell adhesion molecules - Mus musculus (house mouse),0.023026836204005436,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
GABAergic synapse - Mus musculus (house mouse),0.023026836204005436,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Circadian entrainment - Mus musculus (house mouse),0.027350558283933603,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Hypertrophic cardiomyopathy - Mus musculus (house mouse),0.027350558283933603,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Dilated cardiomyopathy - Mus musculus (house mouse),0.028448991249522375,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Cholinergic synapse - Mus musculus (house mouse),0.036111125764450316,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Glutamatergic synapse - Mus musculus (house mouse),0.03708657199518302,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Nicotine addiction - Mus musculus (house mouse),0.03708657199518302,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Thyroid hormone signaling pathway - Mus musculus (house mouse),0.03708657199518302,Down,L56ExcitatoryNeurons,PTZvsSAL_1hr
Amyotrophic lateral sclerosis - Mus musculus (house mouse),0.004703640509682843,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Phagosome - Mus musculus (house mouse),0.005364729197484219,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Motor proteins - Mus musculus (house mouse),0.005364729197484219,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Salmonella infection - Mus musculus (house mouse),0.006945521211118699,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Prion disease - Mus musculus (house mouse),0.006945521211118699,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Parkinson disease - Mus musculus (house mouse),0.006945521211118699,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Huntington disease - Mus musculus (house mouse),0.008362655029319153,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Gap junction - Mus musculus (house mouse),0.010512740067475053,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Alzheimer disease - Mus musculus (house mouse),0.012750183454728838,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Apoptosis - Mus musculus (house mouse),0.019099960935307022,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),0.019099960935307022,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Tight junction - Mus musculus (house mouse),0.02667683358799318,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Thermogenesis - Mus musculus (house mouse),0.04710679168426139,Up,L56ExcitatoryNeurons,PTZvsSAL_24hr
Insulin secretion - Mus musculus (house mouse),0.029121935874713633,Down,MGE,24hrvs1hr_PTZ
Progesterone-mediated oocyte maturation - Mus musculus (house mouse),0.029121935874713633,Down,MGE,24hrvs1hr_PTZ
Proximal tubule bicarbonate reclamation - Mus musculus (house mouse),0.029121935874713633,Down,MGE,24hrvs1hr_PTZ
Salmonella infection - Mus musculus (house mouse),5.127501208727704e-10,Down,MGE,24hrvs1hr_SAL
Parkinson disease - Mus musculus (house mouse),1.543380413022005e-8,Down,MGE,24hrvs1hr_SAL
Phagosome - Mus musculus (house mouse),1.094655686284369e-7,Down,MGE,24hrvs1hr_SAL
Gap junction - Mus musculus (house mouse),2.0209818818158574e-7,Down,MGE,24hrvs1hr_SAL
Amyotrophic lateral sclerosis - Mus musculus (house mouse),2.3458554104877386e-6,Down,MGE,24hrvs1hr_SAL
Motor proteins - Mus musculus (house mouse),2.3458554104877386e-6,Down,MGE,24hrvs1hr_SAL
Alzheimer disease - Mus musculus (house mouse),2.5436129589351077e-6,Down,MGE,24hrvs1hr_SAL
Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),1.6007437195026676e-5,Down,MGE,24hrvs1hr_SAL
Prion disease - Mus musculus (house mouse),1.8331234483776554e-5,Down,MGE,24hrvs1hr_SAL
Estrogen signaling pathway - Mus musculus (house mouse),4.075372311595383e-5,Down,MGE,24hrvs1hr_SAL
Gastric acid secretion - Mus musculus (house mouse),4.075372311595383e-5,Down,MGE,24hrvs1hr_SAL
Fluid shear stress and atherosclerosis - Mus musculus (house mouse),6.33163383592129e-5,Down,MGE,24hrvs1hr_SAL
Huntington disease - Mus musculus (house mouse),3.601617794513462e-4,Down,MGE,24hrvs1hr_SAL
Apoptosis - Mus musculus (house mouse),5.887117181819359e-4,Down,MGE,24hrvs1hr_SAL
Rap1 signaling pathway - Mus musculus (house mouse),0.004452980378543416,Down,MGE,24hrvs1hr_SAL
Lipid and atherosclerosis - Mus musculus (house mouse),0.004452980378543416,Down,MGE,24hrvs1hr_SAL
Thyroid hormone signaling pathway - Mus musculus (house mouse),0.004452980378543416,Down,MGE,24hrvs1hr_SAL
Platelet activation - Mus musculus (house mouse),0.005061627844496572,Down,MGE,24hrvs1hr_SAL
Oxytocin signaling pathway - Mus musculus (house mouse),0.010159201131202205,Down,MGE,24hrvs1hr_SAL
Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),0.010159201131202205,Down,MGE,24hrvs1hr_SAL
Tight junction - Mus musculus (house mouse),0.013301222036818614,Down,MGE,24hrvs1hr_SAL
Antigen processing and presentation - Mus musculus (house mouse),0.01713297487501654,Down,MGE,24hrvs1hr_SAL
Salivary secretion - Mus musculus (house mouse),0.01713297487501654,Down,MGE,24hrvs1hr_SAL
Progesterone-mediated oocyte maturation - Mus musculus (house mouse),0.01965813399125805,Down,MGE,24hrvs1hr_SAL
Fc gamma R-mediated phagocytosis - Mus musculus (house mouse),0.01965813399125805,Down,MGE,24hrvs1hr_SAL
Proteoglycans in cancer - Mus musculus (house mouse),0.02090134490363055,Down,MGE,24hrvs1hr_SAL
Dilated cardiomyopathy - Mus musculus (house mouse),0.02257003813953237,Down,MGE,24hrvs1hr_SAL
Glucagon signaling pathway - Mus musculus (house mouse),0.02257003813953237,Down,MGE,24hrvs1hr_SAL
Aldosterone synthesis and secretion - Mus musculus (house mouse),0.02257003813953237,Down,MGE,24hrvs1hr_SAL
Prostate cancer - Mus musculus (house mouse),0.02363911126982261,Down,MGE,24hrvs1hr_SAL
cAMP signaling pathway - Mus musculus (house mouse),0.024525081749063496,Down,MGE,24hrvs1hr_SAL
Chemical carcinogenesis - receptor activation - Mus musculus (house mouse),0.02650976961339896,Down,MGE,24hrvs1hr_SAL
Regulation of actin cytoskeleton - Mus musculus (house mouse),0.026799071136214922,Down,MGE,24hrvs1hr_SAL
HIF-1 signaling pathway - Mus musculus (house mouse),0.026799071136214922,Down,MGE,24hrvs1hr_SAL
Thermogenesis - Mus musculus (house mouse),0.026943598685535395,Down,MGE,24hrvs1hr_SAL
Yersinia infection - Mus musculus (house mouse),0.03814463841382125,Down,MGE,24hrvs1hr_SAL
Dopaminergic synapse - Mus musculus (house mouse),0.03814463841382125,Down,MGE,24hrvs1hr_SAL
Carbohydrate digestion and absorption - Mus musculus (house mouse),0.0470888248868714,Down,MGE,24hrvs1hr_SAL
Progesterone-mediated oocyte maturation - Mus musculus (house mouse),0.020060410460534583,Up,MGE,PTZvsSAL_1hr
Oocyte meiosis - Mus musculus (house mouse),0.020060410460534583,Up,MGE,PTZvsSAL_1hr
Propanoate metabolism - Mus musculus (house mouse),0.020060410460534583,Up,MGE,PTZvsSAL_1hr
Amyotrophic lateral sclerosis - Mus musculus (house mouse),4.337589555415525e-4,Down,MGE,PTZvsSAL_1hr
Phagosome - Mus musculus (house mouse),9.745629556750712e-4,Down,MGE,PTZvsSAL_1hr
Motor proteins - Mus musculus (house mouse),9.745629556750712e-4,Down,MGE,PTZvsSAL_1hr
Salmonella infection - Mus musculus (house mouse),0.0023463813885391312,Down,MGE,PTZvsSAL_1hr
Prion disease - Mus musculus (house mouse),0.0026843110965666618,Down,MGE,PTZvsSAL_1hr
Huntington disease - Mus musculus (house mouse),0.003925583164965748,Down,MGE,PTZvsSAL_1hr
Gap junction - Mus musculus (house mouse),0.007376402697926384,Down,MGE,PTZvsSAL_1hr
Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),0.02214066778796793,Down,MGE,PTZvsSAL_1hr
Nicotine addiction - Mus musculus (house mouse),0.02573855414527586,Down,MGE,PTZvsSAL_1hr
Cocaine addiction - Mus musculus (house mouse),0.03317958693351141,Down,MGE,PTZvsSAL_1hr
Cell adhesion molecules - Mus musculus (house mouse),0.039471283199723005,Down,MGE,PTZvsSAL_1hr
Alzheimer disease - Mus musculus (house mouse),0.04558304420232478,Down,MGE,PTZvsSAL_1hr
Long-term potentiation - Mus musculus (house mouse),0.04806493848497924,Down,MGE,PTZvsSAL_1hr
Amphetamine addiction - Mus musculus (house mouse),0.04806493848497924,Down,MGE,PTZvsSAL_1hr
Gap junction - Mus musculus (house mouse),0.0023908352727301345,Down,NdnfRelnInhibitoryInterneurons,24hrvs1hr_SAL
Alzheimer disease - Mus musculus (house mouse),0.00559043283467981,Down,NdnfRelnInhibitoryInterneurons,24hrvs1hr_SAL
Aldosterone-regulated sodium reabsorption - Mus musculus (house mouse),0.006322253876441821,Down,NdnfRelnInhibitoryInterneurons,24hrvs1hr_SAL
Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),0.006322253876441821,Down,NdnfRelnInhibitoryInterneurons,24hrvs1hr_SAL
Calcium signaling pathway - Mus musculus (house mouse),0.011168608923106414,Down,NdnfRelnInhibitoryInterneurons,24hrvs1hr_SAL
Prion disease - Mus musculus (house mouse),0.011168608923106414,Down,NdnfRelnInhibitoryInterneurons,24hrvs1hr_SAL
Long-term potentiation - Mus musculus (house mouse),0.011168608923106414,Down,NdnfRelnInhibitoryInterneurons,24hrvs1hr_SAL
Huntington disease - Mus musculus (house mouse),0.012795503783846775,Down,NdnfRelnInhibitoryInterneurons,24hrvs1hr_SAL
Amyotrophic lateral sclerosis - Mus musculus (house mouse),0.020125730876248554,Down,NdnfRelnInhibitoryInterneurons,24hrvs1hr_SAL
Glutamatergic synapse - Mus musculus (house mouse),0.023468104593108923,Down,NdnfRelnInhibitoryInterneurons,24hrvs1hr_SAL
Fatty acid degradation - Mus musculus (house mouse),0.03801803229529515,Up,OPCs,24hrvs1hr_PTZ
Fatty acid metabolism - Mus musculus (house mouse),0.03801803229529515,Up,OPCs,24hrvs1hr_PTZ
Adipocytokine signaling pathway - Mus musculus (house mouse),0.03801803229529515,Up,OPCs,24hrvs1hr_PTZ
PPAR signaling pathway - Mus musculus (house mouse),0.03801803229529515,Up,OPCs,24hrvs1hr_PTZ
Glucagon signaling pathway - Mus musculus (house mouse),0.03801803229529515,Up,OPCs,24hrvs1hr_PTZ
AMPK signaling pathway - Mus musculus (house mouse),0.03801803229529515,Up,OPCs,24hrvs1hr_PTZ
Alcoholic liver disease - Mus musculus (house mouse),0.03801803229529515,Up,OPCs,24hrvs1hr_PTZ
Efferocytosis - Mus musculus (house mouse),0.038415722542934766,Up,OPCs,24hrvs1hr_PTZ
Thermogenesis - Mus musculus (house mouse),0.04968023730603677,Up,OPCs,24hrvs1hr_PTZ
Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse),0.03965401563335591,Down,OPCs,24hrvs1hr_PTZ
Fatty acid metabolism - Mus musculus (house mouse),0.03965401563335591,Down,OPCs,24hrvs1hr_PTZ
Insulin secretion - Mus musculus (house mouse),0.03965401563335591,Down,OPCs,24hrvs1hr_PTZ
PPAR signaling pathway - Mus musculus (house mouse),0.03965401563335591,Down,OPCs,24hrvs1hr_PTZ
AMPK signaling pathway - Mus musculus (house mouse),0.03965401563335591,Down,OPCs,24hrvs1hr_PTZ
Serotonergic synapse - Mus musculus (house mouse),0.03965401563335591,Down,OPCs,24hrvs1hr_PTZ
Alcoholic liver disease - Mus musculus (house mouse),0.03965401563335591,Down,OPCs,24hrvs1hr_PTZ
Cell cycle - Mus musculus (house mouse),0.014915447463423881,Up,OPCs,24hrvs1hr_SAL
Axon guidance - Mus musculus (house mouse),1.2563716806584715e-5,Down,OPCs,24hrvs1hr_SAL
Nicotine addiction - Mus musculus (house mouse),1.2563716806584715e-5,Down,OPCs,24hrvs1hr_SAL
Calcium signaling pathway - Mus musculus (house mouse),0.00638389328443161,Down,OPCs,24hrvs1hr_SAL
Morphine addiction - Mus musculus (house mouse),0.00638389328443161,Down,OPCs,24hrvs1hr_SAL
Aldosterone-regulated sodium reabsorption - Mus musculus (house mouse),0.00638389328443161,Down,OPCs,24hrvs1hr_SAL
Neuroactive ligand signaling - Mus musculus (house mouse),0.009806136534708966,Down,OPCs,24hrvs1hr_SAL
Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),0.027753802265059753,Down,OPCs,24hrvs1hr_SAL
Alzheimer disease - Mus musculus (house mouse),0.027753802265059753,Down,OPCs,24hrvs1hr_SAL
Insulin secretion - Mus musculus (house mouse),0.03208587873790317,Down,OPCs,24hrvs1hr_SAL
Salivary secretion - Mus musculus (house mouse),0.03208587873790317,Down,OPCs,24hrvs1hr_SAL
Cardiac muscle contraction - Mus musculus (house mouse),0.03208587873790317,Down,OPCs,24hrvs1hr_SAL
GABAergic synapse - Mus musculus (house mouse),0.03208587873790317,Down,OPCs,24hrvs1hr_SAL
Taste transduction - Mus musculus (house mouse),0.03208587873790317,Down,OPCs,24hrvs1hr_SAL
Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),0.04515398503153849,Down,OPCs,24hrvs1hr_SAL
Pancreatic secretion - Mus musculus (house mouse),0.048963348384164454,Down,OPCs,24hrvs1hr_SAL
cAMP signaling pathway - Mus musculus (house mouse),0.048963348384164454,Down,OPCs,24hrvs1hr_SAL
